net,length_um
memory_stage.dm.ram\[8\]\[0\],5.34µm
memory_stage.dm.ram\[45\]\[26\],5.335µm
_01947_,5.325µm
_00499_,5.315µm
_00082_,5.305µm
_00118_,5.305µm
_00139_,5.305µm
_00165_,5.305µm
_00230_,5.305µm
_00309_,5.305µm
_00461_,5.305µm
_00481_,5.305µm
_00550_,5.305µm
_00594_,5.305µm
_00644_,5.305µm
_00912_,5.305µm
_00936_,5.305µm
_01006_,5.305µm
_01025_,5.305µm
_01072_,5.305µm
_01116_,5.305µm
_01433_,5.305µm
_01808_,5.305µm
_01860_,5.305µm
_02006_,5.305µm
_02100_,5.305µm
_02135_,5.305µm
_02217_,5.305µm
_02264_,5.305µm
_02310_,5.305µm
_02466_,5.305µm
_02474_,5.305µm
_02494_,5.305µm
_02496_,5.305µm
_02544_,5.305µm
_02612_,5.305µm
_02629_,5.305µm
_02649_,5.305µm
_04517_,5.305µm
_01800_,5.285µm
_01941_,5.285µm
_01948_,5.285µm
_02353_,5.28µm
_03048_,5.28µm
_03420_,5.28µm
_03517_,5.28µm
_03693_,5.28µm
_03698_,5.28µm
_04675_,5.28µm
_06586_,5.28µm
_07405_,5.28µm
memory_stage.dm.ram\[42\]\[9\],5.28µm
_00220_,5.265µm
_00442_,5.265µm
_00650_,5.265µm
_00739_,5.265µm
_00842_,5.265µm
_00860_,5.265µm
_01091_,5.265µm
_01149_,5.265µm
_01458_,5.265µm
_01465_,5.265µm
_01837_,5.265µm
_02130_,5.265µm
_02533_,5.265µm
_02538_,5.265µm
_02611_,5.265µm
_02627_,5.265µm
_02655_,5.265µm
_02669_,5.265µm
_02687_,5.265µm
_03124_,5.26µm
_04458_,5.26µm
_05157_,5.26µm
_06541_,5.26µm
_07079_,5.26µm
_07163_,5.26µm
_07319_,5.26µm
memory_stage.dm.ram\[29\]\[16\],5.26µm
_02542_,5.24µm
_02983_,5.24µm
_06719_,5.24µm
_03583_,5.22µm
_03714_,5.22µm
_03929_,5.22µm
_04196_,5.22µm
_04572_,5.22µm
_04586_,5.22µm
_04641_,5.22µm
_04658_,5.22µm
_04803_,5.22µm
_05181_,5.22µm
_05252_,5.22µm
_05801_,5.22µm
_06036_,5.22µm
_06322_,5.22µm
_06559_,5.22µm
_06594_,5.22µm
_06925_,5.22µm
_07081_,5.22µm
_07215_,5.22µm
_07248_,5.22µm
_07388_,5.22µm
memory_stage.dm.ram\[23\]\[20\],5.22µm
_00040_,5.215µm
_01101_,5.215µm
_00109_,5.185µm
_00319_,5.185µm
_00746_,5.185µm
_01185_,5.185µm
_00420_,5.165µm
_00460_,5.165µm
_02095_,5.165µm
_02557_,5.165µm
_00453_,5.16µm
_00985_,5.16µm
_01283_,5.16µm
_01740_,5.16µm
_02016_,5.16µm
_02359_,5.16µm
_04058_,5.16µm
_00057_,5.145µm
_02307_,5.145µm
memory_stage.dm.ram\[58\]\[15\],5.145µm
_02919_,5.14µm
_05761_,5.14µm
memory_stage.dm.ram\[48\]\[27\],5.14µm
_00660_,5.135µm
_02961_,5.12µm
_03209_,5.12µm
_05426_,5.12µm
_00103_,5.095µm
_00929_,5.095µm
_01618_,5.095µm
_02241_,5.095µm
_02426_,5.095µm
_02725_,5.095µm
_00289_,5.085µm
_00387_,5.085µm
_00425_,5.085µm
_00617_,5.085µm
_00639_,5.085µm
_00656_,5.085µm
_00738_,5.085µm
_00751_,5.085µm
_00908_,5.085µm
_01423_,5.085µm
_01840_,5.085µm
_01841_,5.085µm
_02168_,5.085µm
_02322_,5.085µm
_02450_,5.085µm
_03245_,5.075µm
_00243_,5.065µm
_02200_,5.065µm
_03355_,5.06µm
_00078_,5.045µm
_00397_,5.045µm
_00708_,5.045µm
_01073_,5.045µm
_01125_,5.045µm
_01946_,5.045µm
_02025_,5.045µm
_02162_,5.045µm
_02195_,5.045µm
_02203_,5.045µm
_02278_,5.045µm
_02579_,5.045µm
_02699_,5.045µm
_02727_,5.045µm
memory_stage.dm.ram\[16\]\[13\],5.04µm
memory_stage.dm.ram\[32\]\[19\],5.04µm
memory_stage.dm.ram\[62\]\[5\],5.04µm
memory_stage.dm.ram\[39\]\[13\],5.035µm
_01980_,5.02µm
_06639_,5.02µm
memory_stage.dm.ram\[38\]\[0\],5.02µm
memory_stage.dm.ram\[6\]\[19\],5.02µm
_04505_,5µm
_00395_,4.985µm
_00671_,4.985µm
_00883_,4.985µm
_00757_,4.975µm
_02587_,4.975µm
_02171_,4.965µm
_02337_,4.965µm
_02562_,4.965µm
_01050_,4.945µm
_02418_,4.945µm
_04298_,4.94µm
_05795_,4.94µm
_06407_,4.94µm
_06678_,4.94µm
_07331_,4.94µm
_07400_,4.94µm
_00153_,4.925µm
_02718_,4.925µm
memory_stage.dm.ram\[15\]\[6\],4.925µm
memory_stage.dm.ram\[47\]\[14\],4.925µm
memory_stage.dm.ram\[58\]\[2\],4.925µm
_02987_,4.92µm
_03244_,4.92µm
_03746_,4.92µm
_04096_,4.92µm
_06576_,4.92µm
memory_stage.dm.ram\[3\]\[24\],4.92µm
memory_stage.dm.ram\[56\]\[0\],4.92µm
_06171_,4.9µm
_00198_,4.885µm
_00392_,4.885µm
_02578_,4.885µm
_03143_,4.88µm
_03225_,4.88µm
_03434_,4.88µm
_03613_,4.88µm
_03958_,4.88µm
_04073_,4.88µm
_04230_,4.88µm
_04333_,4.88µm
_04677_,4.88µm
_06113_,4.88µm
_06243_,4.88µm
_07246_,4.88µm
_07384_,4.88µm
_00924_,4.875µm
_00051_,4.845µm
_00079_,4.845µm
_00141_,4.845µm
_00256_,4.845µm
_00327_,4.845µm
_00376_,4.845µm
_00767_,4.845µm
_00771_,4.845µm
_00801_,4.845µm
_00834_,4.845µm
_00885_,4.845µm
_00901_,4.845µm
_00927_,4.845µm
_01013_,4.845µm
_01063_,4.845µm
_02081_,4.845µm
_02096_,4.845µm
_02247_,4.845µm
_02482_,4.845µm
_02561_,4.845µm
_02568_,4.845µm
_02613_,4.845µm
_02616_,4.845µm
pcw[0],4.83µm
pcw[15],4.83µm
pcw[17],4.83µm
pcw[18],4.83µm
pcw[23],4.83µm
pcw[27],4.83µm
pcw[29],4.83µm
pcw[4],4.83µm
pcw[9],4.83µm
result[16],4.83µm
result[1],4.83µm
result[29],4.83µm
result[30],4.83µm
result[3],4.83µm
result[5],4.83µm
_01621_,4.82µm
_03348_,4.82µm
_03588_,4.82µm
_03704_,4.82µm
_04523_,4.82µm
_04653_,4.82µm
_00018_,4.805µm
_00957_,4.805µm
_01158_,4.805µm
_01356_,4.8µm
_02957_,4.8µm
_03319_,4.8µm
_03828_,4.8µm
_04410_,4.8µm
_04529_,4.8µm
_04582_,4.8µm
_04600_,4.8µm
_05654_,4.8µm
_06139_,4.8µm
_06484_,4.8µm
memory_stage.dm.ram\[26\]\[22\],4.8µm
_04596_,4.78µm
_04655_,4.78µm
memory_stage.dm.ram\[47\]\[5\],4.765µm
_03031_,4.76µm
_03203_,4.76µm
_03408_,4.76µm
_03476_,4.76µm
_04247_,4.76µm
_05549_,4.76µm
_06272_,4.76µm
_06350_,4.76µm
_06415_,4.76µm
_06802_,4.76µm
_06812_,4.76µm
_07250_,4.76µm
_07368_,4.76µm
memory_stage.dm.ram\[59\]\[15\],4.76µm
_00280_,4.755µm
_01987_,4.755µm
_00524_,4.725µm
_00605_,4.725µm
_01660_,4.725µm
_01979_,4.7µm
_02521_,4.7µm
_04434_,4.7µm
_05574_,4.7µm
_03016_,4.68µm
_03254_,4.68µm
_04567_,4.68µm
_05139_,4.68µm
memory_stage.dm.ram\[14\]\[6\],4.68µm
_03540_,4.66µm
_05113_,4.66µm
_00332_,4.655µm
_01867_,4.645µm
_04595_,4.635µm
_05687_,4.63µm
_00027_,4.625µm
_00046_,4.625µm
_00168_,4.625µm
_00242_,4.625µm
_00293_,4.625µm
_00549_,4.625µm
_00606_,4.625µm
_02022_,4.625µm
_02107_,4.625µm
_02178_,4.625µm
_02490_,4.625µm
_02630_,4.625µm
_02712_,4.625µm
_02734_,4.625µm
_06124_,4.625µm
_00519_,4.605µm
_01797_,4.605µm
_05344_,4.6µm
_05529_,4.6µm
_06957_,4.6µm
_00083_,4.585µm
_00157_,4.585µm
_00216_,4.585µm
_00483_,4.585µm
_00571_,4.585µm
_00659_,4.585µm
_00754_,4.585µm
_00837_,4.585µm
_00862_,4.585µm
_00961_,4.585µm
_01059_,4.585µm
_01155_,4.585µm
_01427_,4.585µm
_01464_,4.585µm
_01830_,4.585µm
_01861_,4.585µm
_01891_,4.585µm
_01993_,4.585µm
_02628_,4.585µm
_02707_,4.585µm
_00237_,4.58µm
_00484_,4.58µm
_07222_,4.58µm
memory_stage.dm.ram\[11\]\[23\],4.58µm
memory_stage.dm.ram\[3\]\[1\],4.58µm
memory_stage.dm.ram\[62\]\[7\],4.56µm
_01176_,4.545µm
_03019_,4.54µm
_03461_,4.54µm
_07038_,4.54µm
memory_stage.dm.ram\[44\]\[27\],4.54µm
mw.read_data_w\[14\],4.54µm
_00497_,4.525µm
_02601_,4.525µm
_00295_,4.505µm
_00342_,4.505µm
_00595_,4.505µm
_01275_,4.505µm
_01287_,4.505µm
pcw[11],4.49µm
_00704_,4.485µm
_03589_,4.48µm
_05976_,4.48µm
_06475_,4.48µm
_07149_,4.48µm
_07289_,4.48µm
memory_stage.dm.ram\[45\]\[20\],4.465µm
memory_stage.dm.ram\[45\]\[24\],4.465µm
memory_stage.dm.ram\[55\]\[10\],4.465µm
memory_stage.dm.ram\[63\]\[0\],4.465µm
memory_stage.dm.ram\[6\]\[26\],4.465µm
_03534_,4.46µm
_03982_,4.46µm
_04028_,4.46µm
_04345_,4.46µm
_05559_,4.46µm
_05765_,4.46µm
_06234_,4.46µm
_06600_,4.46µm
de.imm_val_e\[11\],4.46µm
memory_stage.dm.ram\[1\]\[18\],4.46µm
memory_stage.dm.ram\[21\]\[2\],4.46µm
memory_stage.dm.ram\[21\]\[8\],4.46µm
memory_stage.dm.ram\[2\]\[4\],4.46µm
memory_stage.dm.ram\[42\]\[27\],4.46µm
_04109_,4.44µm
_05611_,4.44µm
_00777_,4.435µm
_00973_,4.435µm
_01077_,4.435µm
_01823_,4.435µm
_01919_,4.435µm
_00337_,4.425µm
_01035_,4.425µm
_01147_,4.425µm
_00000_,4.42µm
_03459_,4.42µm
_03809_,4.42µm
_03941_,4.42µm
_03957_,4.42µm
_04174_,4.42µm
_04207_,4.42µm
_05492_,4.42µm
_06058_,4.42µm
_06476_,4.42µm
_07245_,4.42µm
de.rd_e\[4\],4.42µm
_02534_,4.405µm
_05541_,4.405µm
_00175_,4.385µm
_00255_,4.385µm
_00393_,4.385µm
_00531_,4.385µm
_00619_,4.385µm
_00773_,4.385µm
_00990_,4.385µm
_00996_,4.385µm
_01105_,4.385µm
_01175_,4.385µm
_01180_,4.385µm
_01824_,4.385µm
_01833_,4.385µm
_02281_,4.385µm
_02508_,4.385µm
_02598_,4.385µm
_02622_,4.385µm
_02690_,4.385µm
_02792_,4.385µm
_03101_,4.36µm
_06880_,4.36µm
_02962_,4.34µm
_03035_,4.34µm
_03880_,4.34µm
_03975_,4.34µm
_04197_,4.34µm
_05397_,4.34µm
_05712_,4.34µm
_07075_,4.34µm
_07118_,4.34µm
_07309_,4.34µm
_07326_,4.34µm
_07374_,4.34µm
memory_stage.dm.ram\[19\]\[26\],4.34µm
memory_stage.dm.ram\[22\]\[16\],4.34µm
memory_stage.dm.ram\[49\]\[19\],4.34µm
memory_stage.dm.ram\[4\]\[5\],4.34µm
delaynet_2_clk,4.34µm
_01953_,4.325µm
_00570_,4.295µm
_00808_,4.295µm
_00877_,4.295µm
_00986_,4.295µm
_01849_,4.295µm
_02204_,4.295µm
_02237_,4.295µm
_02486_,4.295µm
_00202_,4.265µm
_00423_,4.265µm
_00473_,4.265µm
_02015_,4.265µm
_02220_,4.265µm
_02223_,4.265µm
_02255_,4.265µm
_02686_,4.265µm
_00363_,4.24µm
_01610_,4.24µm
_01681_,4.24µm
_02215_,4.24µm
_02296_,4.24µm
_04137_,4.24µm
_04678_,4.24µm
_06789_,4.23µm
_03037_,4.22µm
_04178_,4.22µm
memory_stage.dm.ram\[40\]\[31\],4.22µm
_07234_,4.21µm
_03710_,4.2µm
_03835_,4.2µm
_04445_,4.2µm
_06342_,4.2µm
_06403_,4.2µm
_06627_,4.2µm
_06654_,4.2µm
_07390_,4.2µm
_02771_,4.195µm
_00101_,4.165µm
_00104_,4.165µm
_00219_,4.165µm
_00268_,4.165µm
_00360_,4.165µm
_00380_,4.165µm
_00640_,4.165µm
_00668_,4.165µm
_00670_,4.165µm
_01133_,4.165µm
_01435_,4.165µm
_02099_,4.165µm
_02106_,4.165µm
_02154_,4.165µm
_02202_,4.165µm
_02279_,4.165µm
_02331_,4.165µm
_02435_,4.165µm
_02441_,4.165µm
pcw[10],4.15µm
pcw[21],4.15µm
pcw[26],4.15µm
pcw[28],4.15µm
pcw[30],4.15µm
pcw[5],4.15µm
pcw[8],4.15µm
result[19],4.15µm
result[20],4.15µm
result[31],4.15µm
result[6],4.15µm
result[8],4.15µm
_00513_,4.145µm
_00688_,4.145µm
_00768_,4.145µm
_03223_,4.14µm
_04158_,4.14µm
_04536_,4.14µm
_00647_,4.125µm
_00812_,4.125µm
_02663_,4.125µm
_00603_,4.12µm
memory_stage.dm.ram\[55\]\[24\],4.12µm
memory_stage.dm.ram\[57\]\[17\],4.12µm
_06777_,4.11µm
_01092_,4.095µm
_00626_,4.065µm
_00931_,4.065µm
_00135_,4.045µm
_00383_,4.045µm
_02274_,4.045µm
_02619_,4.045µm
_01500_,4.04µm
_02414_,4.025µm
_04433_,4.02µm
_06077_,4.02µm
_06635_,4.02µm
_07049_,4.02µm
_07378_,4.02µm
_01725_,4µm
_01761_,4µm
_02909_,4µm
_03104_,4µm
_03166_,4µm
_03262_,4µm
_03655_,4µm
_03916_,4µm
_04080_,4µm
_04107_,4µm
_04285_,4µm
_04490_,4µm
_04515_,4µm
_05193_,4µm
_06153_,4µm
_06345_,4µm
_06862_,4µm
_06922_,4µm
_07172_,4µm
memory_stage.dm.ram\[47\]\[0\],4µm
_01405_,3.98µm
_07168_,3.98µm
_07306_,3.98µm
memory_stage.dm.ram\[45\]\[17\],3.98µm
_00209_,3.975µm
_02284_,3.975µm
_02334_,3.975µm
_00096_,3.965µm
_01121_,3.965µm
_01226_,3.965µm
_00127_,3.945µm
_02666_,3.945µm
_00048_,3.925µm
_00119_,3.925µm
_00203_,3.925µm
_00297_,3.925µm
_00304_,3.925µm
_00589_,3.925µm
_00597_,3.925µm
_00760_,3.925µm
_00795_,3.925µm
_00937_,3.925µm
_01031_,3.925µm
_01045_,3.925µm
_01083_,3.925µm
_01177_,3.925µm
_01449_,3.925µm
_01460_,3.925µm
_01606_,3.925µm
_01945_,3.925µm
_02031_,3.925µm
_02159_,3.925µm
_02221_,3.925µm
_02288_,3.925µm
_02319_,3.925µm
_02465_,3.925µm
_02495_,3.925µm
_02593_,3.925µm
_02621_,3.925µm
_02682_,3.925µm
_07350_,3.9µm
_00439_,3.88µm
_03632_,3.88µm
_03908_,3.88µm
_04538_,3.88µm
_05295_,3.88µm
_05400_,3.88µm
_05554_,3.88µm
_07210_,3.88µm
_07387_,3.88µm
_07399_,3.88µm
_02313_,3.875µm
_00652_,3.865µm
_00682_,3.865µm
_00794_,3.865µm
_05539_,3.86µm
pcw[1],3.81µm
pcw[31],3.81µm
result[15],3.81µm
result[17],3.81µm
result[18],3.81µm
result[22],3.81µm
result[27],3.81µm
_00195_,3.805µm
_00993_,3.805µm
_02295_,3.805µm
_02387_,3.805µm
_02717_,3.805µm
_00070_,3.785µm
_02551_,3.785µm
_00557_,3.78µm
_00727_,3.78µm
_00919_,3.78µm
_00922_,3.78µm
_01106_,3.78µm
_01428_,3.78µm
_01434_,3.78µm
_01724_,3.78µm
_01807_,3.78µm
_02017_,3.78µm
_02059_,3.78µm
_02346_,3.78µm
_02518_,3.78µm
_02633_,3.78µm
_02679_,3.78µm
_04097_,3.78µm
_05646_,3.78µm
_05800_,3.78µm
_06468_,3.76µm
_02730_,3.755µm
_03700_,3.74µm
_06735_,3.74µm
_00740_,3.715µm
_00043_,3.705µm
_00463_,3.705µm
_00468_,3.705µm
_00507_,3.705µm
_00555_,3.705µm
_00590_,3.705µm
_00769_,3.705µm
_01052_,3.705µm
_01901_,3.705µm
_01915_,3.705µm
_01916_,3.705µm
_02079_,3.705µm
_02087_,3.705µm
_02131_,3.705µm
_02175_,3.705µm
_02257_,3.705µm
_02406_,3.705µm
_02436_,3.705µm
_02671_,3.705µm
_02733_,3.705µm
_00459_,3.685µm
_02497_,3.685µm
_03252_,3.68µm
_03402_,3.68µm
_04214_,3.68µm
_02948_,3.66µm
_04514_,3.66µm
_07006_,3.66µm
memory_stage.dm.ram\[19\]\[21\],3.66µm
_06198_,3.65µm
_03370_,3.64µm
_03455_,3.64µm
_00426_,3.635µm
_02283_,3.635µm
_02320_,3.635µm
_02360_,3.635µm
_00475_,3.625µm
_00949_,3.625µm
_02005_,3.625µm
_01259_,3.585µm
_02065_,3.585µm
_02479_,3.585µm
_02691_,3.585µm
_02782_,3.565µm
_00007_,3.56µm
_06305_,3.56µm
_07304_,3.56µm
memory_stage.dm.ram\[62\]\[11\],3.545µm
_02973_,3.54µm
_03727_,3.54µm
_04278_,3.54µm
_04382_,3.54µm
_05167_,3.54µm
_05499_,3.54µm
_06109_,3.54µm
_06170_,3.54µm
_06207_,3.54µm
_06458_,3.54µm
_07002_,3.54µm
_07370_,3.54µm
de.rd_e\[3\],3.54µm
memory_stage.dm.ram\[13\]\[25\],3.54µm
memory_stage.dm.ram\[7\]\[15\],3.54µm
_00894_,3.515µm
_01040_,3.515µm
_04398_,3.515µm
_00774_,3.505µm
_02403_,3.505µm
_00159_,3.485µm
_04821_,3.47µm
pcw[12],3.47µm
pcw[13],3.47µm
pcw[14],3.47µm
pcw[19],3.47µm
pcw[20],3.47µm
pcw[22],3.47µm
pcw[24],3.47µm
pcw[25],3.47µm
pcw[3],3.47µm
pcw[6],3.47µm
result[11],3.47µm
result[12],3.47µm
result[13],3.47µm
result[14],3.47µm
result[21],3.47µm
result[23],3.47µm
result[24],3.47µm
result[25],3.47µm
result[26],3.47µm
result[28],3.47µm
result[2],3.47µm
result[4],3.47µm
result[7],3.47µm
result[9],3.47µm
_00086_,3.465µm
_00128_,3.465µm
_00142_,3.465µm
_00241_,3.465µm
_00244_,3.465µm
_00281_,3.465µm
_00324_,3.465µm
_00372_,3.465µm
_00382_,3.465µm
_00424_,3.465µm
_00457_,3.465µm
_00529_,3.465µm
_00532_,3.465µm
_00540_,3.465µm
_00577_,3.465µm
_00716_,3.465µm
_00724_,3.465µm
_00737_,3.465µm
_00838_,3.465µm
_00926_,3.465µm
_01057_,3.465µm
_01173_,3.465µm
_01608_,3.465µm
_01847_,3.465µm
_02034_,3.465µm
_02289_,3.465µm
_02375_,3.465µm
_02386_,3.465µm
_02499_,3.465µm
_02520_,3.465µm
_02556_,3.465µm
_02632_,3.465µm
_02644_,3.465µm
_02749_,3.465µm
_06143_,3.465µm
_07080_,3.465µm
_00038_,3.44µm
_00122_,3.44µm
_00714_,3.44µm
_01036_,3.44µm
_01068_,3.44µm
_02250_,3.44µm
_02636_,3.44µm
_04251_,3.44µm
_06543_,3.44µm
_06894_,3.44µm
_02900_,3.42µm
_03090_,3.42µm
_05275_,3.42µm
_05303_,3.42µm
_05441_,3.42µm
_06074_,3.42µm
_06796_,3.42µm
_07225_,3.42µm
_07308_,3.42µm
_07320_,3.42µm
_02503_,3.415µm
_01153_,3.405µm
_04680_,3.385µm
_00173_,3.345µm
_00325_,3.345µm
_00410_,3.345µm
_00490_,3.345µm
_00602_,3.345µm
_00928_,3.345µm
_02192_,3.345µm
_02219_,3.345µm
_02478_,3.345µm
_02569_,3.345µm
_02651_,3.345µm
_02674_,3.345µm
_02745_,3.345µm
_04055_,3.335µm
_00024_,3.32µm
_00269_,3.32µm
_00346_,3.32µm
_00374_,3.32µm
_00515_,3.32µm
_00775_,3.32µm
_00910_,3.32µm
_01009_,3.32µm
_02035_,3.32µm
_02111_,3.32µm
_02379_,3.32µm
_02492_,3.32µm
_02753_,3.32µm
_03787_,3.32µm
_04344_,3.32µm
_01082_,3.315µm
memory_stage.dm.ram\[55\]\[11\],3.31µm
_04430_,3.3µm
memory_stage.dm.ram\[33\]\[2\],3.3µm
_02401_,3.295µm
_01869_,3.275µm
_07039_,3.26µm
_00152_,3.245µm
_00310_,3.245µm
_00330_,3.245µm
_00371_,3.245µm
_00394_,3.245µm
_00580_,3.245µm
_00833_,3.245µm
_00969_,3.245µm
_01174_,3.245µm
_01416_,3.245µm
_01679_,3.245µm
_02018_,3.245µm
_02041_,3.245µm
_02138_,3.245µm
_02226_,3.245µm
_02392_,3.245µm
_02565_,3.245µm
_02571_,3.245µm
_02607_,3.245µm
_02624_,3.245µm
_02700_,3.245µm
_00045_,3.225µm
_00061_,3.225µm
_00200_,3.225µm
_00262_,3.225µm
_00582_,3.225µm
_01122_,3.225µm
_01971_,3.225µm
_02206_,3.225µm
_06480_,3.22µm
_01183_,3.2µm
_03224_,3.2µm
memory_stage.dm.ram\[12\]\[29\],3.2µm
memory_stage.dm.ram\[47\]\[6\],3.2µm
_03274_,3.18µm
_04577_,3.18µm
_00258_,3.175µm
_00472_,3.175µm
_00730_,3.175µm
_00742_,3.175µm
_00755_,3.175µm
_00763_,3.175µm
_00900_,3.175µm
_01614_,3.175µm
_02102_,3.175µm
_00143_,3.165µm
_02773_,3.165µm
_00345_,3.145µm
_02329_,3.145µm
_02719_,3.145µm
_00314_,3.125µm
_00334_,3.125µm
_00899_,3.125µm
_01794_,3.125µm
_02176_,3.125µm
_02230_,3.125µm
_02122_,3.1µm
_02980_,3.1µm
_03092_,3.1µm
_04243_,3.1µm
_04665_,3.1µm
_05914_,3.1µm
_07171_,3.1µm
_07213_,3.1µm
_06884_,3.09µm
_02976_,3.08µm
_03084_,3.08µm
_03297_,3.08µm
_03371_,3.08µm
_03779_,3.08µm
_03863_,3.08µm
_04120_,3.08µm
_04121_,3.08µm
_04198_,3.08µm
_04332_,3.08µm
_04466_,3.08µm
_05416_,3.08µm
_06070_,3.08µm
_06495_,3.08µm
_06538_,3.08µm
_06722_,3.08µm
de.imm_val_e\[8\],3.08µm
_02121_,3.075µm
_00224_,3.055µm
_00029_,3.045µm
_00054_,3.045µm
_00138_,3.045µm
_00218_,3.045µm
_00530_,3.045µm
_00627_,3.045µm
_00657_,3.045µm
_00790_,3.045µm
_00952_,3.045µm
_00963_,3.045µm
_01801_,3.045µm
_01905_,3.045µm
_01908_,3.045µm
_02013_,3.045µm
_02112_,3.045µm
_02129_,3.045µm
_02293_,3.045µm
_02305_,3.045µm
_02370_,3.045µm
_02371_,3.045µm
_02381_,3.045µm
_02394_,3.045µm
_02550_,3.045µm
_02584_,3.045µm
_02640_,3.045µm
_02645_,3.045µm
_02683_,3.045µm
_01018_,3.005µm
_01076_,3.005µm
_01119_,3.005µm
_01634_,3.005µm
_02262_,3.005µm
_02267_,3.005µm
_02294_,3.005µm
_02641_,3.005µm
_02653_,3.005µm
_02692_,3.005µm
_00277_,2.98µm
_00897_,2.98µm
_01064_,2.98µm
_01070_,2.98µm
_01097_,2.98µm
_01831_,2.98µm
_02052_,2.98µm
_02385_,2.98µm
_02650_,2.98µm
_02681_,2.98µm
_03164_,2.98µm
_03330_,2.98µm
_05431_,2.98µm
_06397_,2.98µm
_03121_,2.96µm
_03320_,2.96µm
_03447_,2.96µm
_03683_,2.96µm
_04203_,2.96µm
_04229_,2.96µm
_04321_,2.96µm
_04441_,2.96µm
_04669_,2.96µm
_05530_,2.96µm
_05674_,2.96µm
_06076_,2.96µm
_06116_,2.96µm
_06765_,2.96µm
_06861_,2.96µm
_07005_,2.96µm
_07247_,2.96µm
_07266_,2.96µm
_00960_,2.955µm
_01046_,2.955µm
_02417_,2.955µm
_01674_,2.945µm
_00959_,2.885µm
_00977_,2.885µm
_01266_,2.885µm
_01998_,2.885µm
_02166_,2.885µm
_02194_,2.885µm
_02391_,2.885µm
_02409_,2.885µm
_02454_,2.885µm
_02493_,2.885µm
_02532_,2.885µm
_00137_,2.88µm
_00476_,2.88µm
_00563_,2.88µm
_00245_,2.86µm
_00398_,2.86µm
_00448_,2.86µm
_00633_,2.86µm
_00782_,2.86µm
_00845_,2.86µm
_00852_,2.86µm
_00953_,2.86µm
_00974_,2.86µm
_01799_,2.86µm
_02173_,2.86µm
_02363_,2.86µm
_02449_,2.86µm
_02472_,2.86µm
_02952_,2.86µm
_03056_,2.86µm
_05629_,2.86µm
_06373_,2.85µm
_04646_,2.84µm
_04651_,2.84µm
_05729_,2.84µm
_06440_,2.84µm
_00055_,2.835µm
_00518_,2.835µm
_01157_,2.835µm
_01262_,2.835µm
_00035_,2.785µm
_00077_,2.785µm
_00081_,2.785µm
_00214_,2.785µm
_00311_,2.785µm
_00431_,2.785µm
_00433_,2.785µm
_00438_,2.785µm
_00451_,2.785µm
_00480_,2.785µm
_00527_,2.785µm
_00537_,2.785µm
_00546_,2.785µm
_00618_,2.785µm
_00898_,2.785µm
_00913_,2.785µm
_00968_,2.785µm
_00970_,2.785µm
_00995_,2.785µm
_01010_,2.785µm
_01264_,2.785µm
_01276_,2.785µm
_01825_,2.785µm
_02068_,2.785µm
_02072_,2.785µm
_02148_,2.785µm
_02287_,2.785µm
_02304_,2.785µm
_02338_,2.785µm
_02350_,2.785µm
_02368_,2.785µm
_02442_,2.785µm
_02459_,2.785µm
_02567_,2.785µm
_02615_,2.785µm
_02668_,2.785µm
_02695_,2.785µm
_02766_,2.785µm
_02779_,2.785µm
_00430_,2.76µm
_03308_,2.76µm
_06927_,2.76µm
_05601_,2.74µm
delaynet_0_clk,2.72µm
_00089_,2.715µm
_00192_,2.715µm
_00296_,2.715µm
_00353_,2.715µm
_00375_,2.715µm
_00408_,2.715µm
_00436_,2.715µm
_00522_,2.715µm
_00547_,2.715µm
_00744_,2.715µm
_00943_,2.715µm
_00994_,2.715µm
_01085_,2.715µm
_01466_,2.715µm
_02040_,2.715µm
_02097_,2.715µm
_02110_,2.715µm
_02205_,2.715µm
_02282_,2.715µm
_02351_,2.715µm
_02362_,2.715µm
_02427_,2.715µm
_02467_,2.715µm
_02485_,2.715µm
_02672_,2.715µm
_00272_,2.705µm
_00339_,2.705µm
_00350_,2.705µm
_00399_,2.705µm
_00558_,2.705µm
_00592_,2.705µm
_00611_,2.705µm
_00614_,2.705µm
_00886_,2.705µm
_00917_,2.705µm
_01022_,2.705µm
_01677_,2.705µm
_02046_,2.705µm
_02424_,2.705µm
_02487_,2.705µm
_02524_,2.705µm
_02541_,2.705µm
_02735_,2.705µm
_02755_,2.705µm
_02527_,2.665µm
_06577_,2.645µm
_04369_,2.64µm
_06053_,2.64µm
_06730_,2.64µm
_07116_,2.64µm
_07165_,2.64µm
_07366_,2.64µm
_01717_,2.62µm
_03008_,2.62µm
_04066_,2.62µm
_04444_,2.62µm
_04666_,2.62µm
_05427_,2.62µm
_05628_,2.62µm
_06115_,2.62µm
_06530_,2.62µm
_07297_,2.62µm
_00090_,2.595µm
_01099_,2.595µm
_01109_,2.595µm
_01286_,2.595µm
_02029_,2.595µm
_02373_,2.595µm
_02539_,2.595µm
_02560_,2.595µm
_02685_,2.595µm
_02736_,2.595µm
_00539_,2.585µm
_00956_,2.585µm
_01080_,2.585µm
_01156_,2.585µm
_01430_,2.585µm
_01442_,2.585µm
_02061_,2.585µm
_02675_,2.585µm
_07315_,2.58µm
_04337_,2.555µm
_00085_,2.545µm
_00150_,2.545µm
_00409_,2.545µm
_00418_,2.545µm
_00464_,2.545µm
